"first_name","last_name","sex","hire_date"
"Marc","Isard","F","1986-12-04"
"Jaewon","Krohm","M","1986-07-08"
"Serenella","Cardazo","F","1986-02-10"
"Xinglin","Penttonen","M","1986-08-13"
"Bernd","Remmele","F","1986-05-26"
"Janalee","VanScheik","M","1986-09-17"
"Sven","Marakhovsky","F","1986-11-30"
"Khaled","Cherinka","M","1986-07-09"
"Divine","Bugaenko","M","1986-01-17"
"Shay","Wissmann","F","1986-04-08"
"Nidapan","Erva","F","1986-05-18"
"Nishit","Pramanik","F","1986-02-16"
"Zhonghui","Baby","F","1986-12-05"
"Boalin","Lorys","M","1986-06-04"
"Caolyn","Sullins","F","1986-03-01"
"Subhada","Ligten","F","1986-12-29"
"Shietung","Vitiello","M","1986-10-12"
"Beshir","Schnelling","M","1986-06-30"
"Lobel","Comte","M","1986-01-07"
"Jahangir","Trystram","F","1986-01-17"
"Sadok","Mitzlaff","M","1986-11-22"
"Odysseas","Baig","M","1986-10-17"
"Phillip","Peak","M","1986-10-03"
"Elzbieta","Lunt","M","1986-03-26"
"Badri","Silva","M","1986-06-18"
"Baocai","DasSarma","F","1986-02-18"
"Arif","Rabehasaina","F","1986-11-08"
"Prasadram","Kading","M","1986-03-28"
"Genki","Baumann","M","1986-02-13"
"Adel","Ecklund","F","1986-04-13"
"Kauko","Pelz","F","1986-02-09"
"Terresa","Grandbois","M","1986-10-03"
"Koldo","Brattka","F","1986-09-30"
"Cheong","Veevers","M","1986-10-07"
"Giao","Lamma","M","1986-07-05"
"Douadi","Rande","M","1986-11-12"
"Satyanarayana","Leuchs","F","1986-05-31"
"Kersti","Lammel","M","1986-02-21"
"Gio","Ballarin","F","1986-11-13"
"Harngdar","Moehrke","M","1986-03-02"
"Mabo","Neimat","M","1986-03-13"
"Felicidad","Hofting","M","1986-03-15"
"Marek","Itzfeldt","M","1986-12-23"
"Sham","Benzmuller","M","1986-02-20"
"Shawna","Lindqvist","F","1986-12-20"
"Kwangsub","Botman","M","1986-08-13"
"Ziva","Falco","F","1986-01-03"
"Kazuyasu","Siprelle","F","1986-10-27"
"Sumant","Naudin","M","1986-04-30"
"Danae","Rubsam","M","1986-02-11"
"Ayakannu","Deyuan","M","1986-09-06"
"Shuky","Kalafatis","F","1986-08-09"
"Boutros","Leijenhorst","F","1986-10-26"
"Ulises","Passafiume","M","1986-02-09"
"Yaghout","Byoun","F","1986-09-03"
"Lucien","Kruskal","M","1986-01-31"
"Makato","Harnett","M","1986-10-01"
"Gopalakrishnan","Unno","F","1986-01-25"
"Zhiguo","McAffer","M","1986-09-17"
"Willard","Terlouw","F","1986-09-18"
"Lillian","Hutton","F","1986-04-16"
"Yurij","Chaudhuri","F","1986-03-05"
"Kyoichi","Domenig","M","1986-11-10"
"Moti","Uhrik","F","1986-11-27"
"Nikolaus","Perri","F","1986-05-17"
"Yucai","Marquardt","F","1986-10-09"
"Arfst","Ertl","M","1986-12-25"
"Sorina","Merkl","M","1986-12-25"
"Sandeepan","Verspoor","M","1986-03-30"
"Krister","Vesna","M","1986-08-28"
"Youngkon","Cyne","M","1986-11-16"
"Jaewoo","Montemayor","M","1986-01-11"
"Szabolcs","Fendler","M","1986-07-17"
"Somnath","Provine","F","1986-12-24"
"Sanjeeva","Bahl","M","1986-11-10"
"Aimee","Avouris","M","1986-09-18"
"Ewing","Iisaku","M","1986-11-04"
"Chanjung","Yetim","M","1986-11-02"
"Nagui","Lorcy","F","1986-07-11"
"Tommaso","Ciolek","M","1986-05-04"
"Morrie","Anick","F","1986-01-25"
"Ulises","Diderrich","M","1986-02-28"
"Georgy","Baer","M","1986-12-14"
"Christfried","Yoshizawa","F","1986-08-23"
"Shaz","Acton","F","1986-10-27"
"Adhemar","Thambidurai","M","1986-11-07"
"Soenke","Crooks","F","1986-08-06"
"Armond","Murrill","M","1986-01-20"
"Stella","Kisuki","F","1986-12-26"
"Harngdar","Uludag","M","1986-05-21"
"Munir","Velasco","F","1986-01-06"
"Shuky","Gire","M","1986-07-26"
"Akemi","Kropp","M","1986-09-16"
"Gino","Narwekar","M","1986-10-18"
"Juichirou","Spell","F","1986-09-20"
"Zorica","Anandan","M","1986-07-22"
"Prasadram","Milicia","M","1986-08-12"
"Xiahua","Hoppenstand","M","1986-04-26"
"Kristina","Kranzdorf","M","1986-12-24"
"Irene","Demian","M","1986-12-29"
"Fei","Murtagh","M","1986-01-19"
"Conor","Whitcomb","M","1986-07-14"
"Jouni","Beeson","F","1986-03-28"
"Kristinn","Litecky","M","1986-02-17"
"Monique","Murrill","M","1986-03-07"
"Shakhar","Plesums","M","1986-12-03"
"Monique","Baca","M","1986-07-16"
"Elvia","Alblas","M","1986-12-03"
"Junichi","Pesch","M","1986-09-11"
"Koichi","Crooks","F","1986-08-27"
"Nidapan","Kragelund","M","1986-11-28"
"Rosalyn","Cusworth","F","1986-04-08"
"Hitofumi","Kalefeld","M","1986-08-29"
"Adas","Maliniak","F","1986-12-15"
"Jianwen","Muhlberg","M","1986-06-10"
"Yuguang","Hebden","M","1986-02-01"
"Tomokazu","Grabner","M","1986-02-22"
"Heeju","Bernardinello","F","1986-10-21"
"Sumant","Melichar","F","1986-02-19"
"Premal","Landherr","F","1986-05-03"
"Becky","Riesenhuber","M","1986-11-11"
"Tianruo","Azevdeo","F","1986-06-16"
"Teunis","Kolvik","F","1986-05-18"
"Sachio","Conia","M","1986-02-05"
"Niranjan","Zucker","M","1986-08-06"
"Marek","Soloway","M","1986-01-12"
"Kiam","Christ","M","1986-03-03"
"Morris","Iwayama","F","1986-07-27"
"Shrikanth","Zaiane","F","1986-07-28"
"Pranjal","Esteva","M","1986-06-11"
"Pasqua","Straney","M","1986-03-12"
"Radhia","Kavanagh","M","1986-01-04"
"Irene","Brendel","F","1986-04-17"
"Zhenhua","Passino","M","1986-06-01"
"Deniz","Garnier","M","1986-01-27"
"Mohan","Fargier","F","1986-07-03"
"Leandro","Beetstra","M","1986-10-09"
"Irene","Bojadziev","M","1986-08-13"
"Pintsang","Rajala","F","1986-04-18"
"Rutger","Uludag","M","1986-11-19"
"Constantino","Zschoche","M","1986-09-11"
"Zhiguo","Kalsbeek","F","1986-03-20"
"Valery","Perry","M","1986-11-23"
"Jaroslava","Koblitz","M","1986-05-17"
"Leon","Bugaenko","M","1986-03-28"
"Sashi","Kaiser","M","1986-09-17"
"Takanari","Rikino","F","1986-07-18"
"Caolyn","Prochazka","M","1986-04-16"
"Yuchang","Ginesta","M","1986-04-01"
"Edwin","Merel","M","1986-11-29"
"Vishwani","Farris","M","1986-03-18"
"Leucio","Piancastelli","M","1986-06-30"
"Marco","Copas","M","1986-09-12"
"Jasminko","Iwayama","M","1986-02-19"
"Salvador","Wielonsky","M","1986-06-28"
"Khosrow","Xiaoshan","M","1986-07-26"
"Alper","Schauser","M","1986-04-11"
"Udaiprakash","Rosenbaum","F","1986-07-29"
"Aram","Asrin","M","1986-11-02"
"Nevin","Kawashima","F","1986-07-24"
"Shih","Lorcy","M","1986-06-25"
"Marsja","Eugenio","M","1986-04-05"
"Leaf","Fetvedt","F","1986-07-10"
"Godehard","Chachaty","M","1986-12-15"
"Vishwani","Kornatzky","M","1986-03-08"
"Indrajit","Velasco","F","1986-05-17"
"Suzette","Tokunaga","M","1986-03-31"
"Hidde","Kisuki","F","1986-12-03"
"Fumitaka","Silva","M","1986-07-26"
"Mitsuyuki","Varman","M","1986-03-18"
"Eran","Hutton","M","1986-04-05"
"Leah","Plesums","M","1986-11-06"
"Marsal","Lovengreen","F","1986-09-29"
"Boguslaw","Soicher","M","1986-02-19"
"Satoru","Yurov","M","1986-08-19"
"Leucio","Schlegelmilch","F","1986-06-28"
"Chanjung","Xiaoshan","F","1986-07-09"
"Mani","Merro","F","1986-07-22"
"Zhanqiu","Woycyznski","M","1986-08-20"
"Neven","Zyda","M","1986-08-17"
"Jayson","Jumpertz","F","1986-06-14"
"Kiam","Usdin","M","1986-03-10"
"Poornachandra","Picht","F","1986-05-26"
"Sanjay","Grandbois","M","1986-05-02"
"Anwar","Reinhard","M","1986-05-03"
"Luerbio","Valiente","M","1986-11-13"
"Remko","Ranka","F","1986-08-24"
"Mantis","Vecchio","F","1986-02-16"
"Odoardo","Munck","F","1986-06-04"
"Quingbo","Coombs","F","1986-04-29"
"Arumugam","Herbst","F","1986-09-28"
"Emdad","Cunliffe","M","1986-11-30"
"Mihalis","Mitina","M","1986-09-24"
"Akemi","Magalhaes","M","1986-02-10"
"Radoslaw","Noriega","M","1986-07-20"
"Debaprosad","Bahr","M","1986-08-17"
"Renny","Marletta","M","1986-05-03"
"Dung","Syrzycki","M","1986-02-10"
"Kellyn","Serov","M","1986-02-28"
"Ulf","Chachaty","F","1986-11-12"
"Zhiwei","Puppe","F","1986-01-10"
"Shakhar","Deverell","M","1986-10-30"
"Trygve","Chleq","F","1986-06-05"
"Rafols","Peha","M","1986-11-01"
"Jaewoo","Ciolek","M","1986-12-18"
"Serap","Facello","F","1986-06-29"
"Uzi","Luon","M","1986-04-09"
"Marsha","Munck","F","1986-06-08"
"Guiseppe","Sherertz","F","1986-05-08"
"Ramzi","Keustermans","F","1986-11-28"
"Haldon","Spataro","M","1986-04-11"
"Remko","Ranze","M","1986-03-23"
"Aleksander","Glinert","M","1986-04-18"
"Izaskun","Gammage","M","1986-11-10"
"Przemyslawa","Rando","M","1986-09-20"
"Bikash","Tiemann","M","1986-05-09"
"Mayuko","Shackel","F","1986-07-11"
"Padma","Brlek","F","1986-06-15"
"Miomir","Schusler","F","1986-10-26"
"Yurij","Engberts","M","1986-01-08"
"Moriyoshi","Kumaresan","M","1986-06-05"
"Atilio","Schiettecatte","F","1986-03-14"
"Marko","Reutenauer","M","1986-03-18"
"Roded","Nollmann","F","1986-04-03"
"Chiranjit","Karnin","M","1986-05-28"
"Shigehiro","Barinka","M","1986-05-25"
"Inderjeet","Demos","F","1986-06-24"
"Nirmal","Gide","M","1986-05-22"
"Hausi","Manders","M","1986-08-04"
"Yuichiro","Speckmann","F","1986-09-08"
"Khaled","Kaltofen","F","1986-09-22"
"Nagui","Seghrouchni","M","1986-02-14"
"Herbert","Gulik","F","1986-02-06"
"Zongyan","Lamba","M","1986-08-29"
"Chandrasekaran","Luiz","M","1986-01-14"
"Bartek","Picel","M","1986-08-29"
"Marc","Waterhouse","M","1986-06-27"
"Arif","Slobodova","F","1986-05-21"
"Jungsoon","Domenig","M","1986-09-07"
"Kiyotoshi","Zaiane","M","1986-01-02"
"Anestis","Eickenmeyer","F","1986-05-26"
"Yongmin","Suessmith","M","1986-04-19"
"Tadahiko","Sewelson","M","1986-09-17"
"Eishiro","Asrin","M","1986-12-01"
"Becky","Jervis","F","1986-09-08"
"Jagoda","Belinskaya","M","1986-08-18"
"Manu","Weedon","M","1986-03-24"
"Olivera","Krybus","M","1986-07-03"
"Genta","Falster","M","1986-10-13"
"Aran","Lalonde","M","1986-05-21"
"Kannan","Shanbhogue","F","1986-05-02"
"Tommaso","Muhlberg","F","1986-12-27"
"Torsten","Lemarechal","F","1986-10-05"
"Hyuncheol","Gubsky","M","1986-07-10"
"Mechthild","Kawashimo","M","1986-08-02"
"Bikash","Pero","F","1986-08-09"
"Zita","Fargier","F","1986-08-14"
"Masaki","Takanami","F","1986-05-03"
"Etsuo","Ratnaker","M","1986-08-11"
"Van","Akiyama","M","1986-08-22"
"Atreye","Vernadat","M","1986-05-28"
"Jeanne","Henders","M","1986-08-12"
"Vasiliy","Speek","M","1986-08-16"
"Khalil","Baer","M","1986-11-18"
"Shaunak","Schaad","F","1986-04-12"
"Takahiro","Spataro","F","1986-02-14"
"Somnath","Rosenbaum","F","1986-05-02"
"Tesuya","Zobel","F","1986-03-16"
"Mikhail","Hagimont","F","1986-08-31"
"Feixiong","Mitsuhashi","F","1986-09-14"
"Bangqing","Jording","M","1986-04-21"
"Ipke","Pews","F","1986-03-02"
"Dhritiman","Kermarrec","F","1986-03-16"
"Shuzo","Ginesta","M","1986-02-11"
"Wuxu","Liedekerke","F","1986-02-01"
"Kellie","Azulay","F","1986-03-31"
"Piyawadee","Katalagarianos","M","1986-04-21"
"Haldon","Armand","M","1986-11-21"
"Berto","Suri","F","1986-08-07"
"Moto","Gips","F","1986-08-18"
"Zito","Boguraev","M","1986-07-20"
"Shahid","Denti","F","1986-07-18"
"Takushi","Pramanik","M","1986-03-12"
"Francoise","Polupanov","M","1986-11-28"
"Lijie","Babb","M","1986-03-10"
"Ghassan","Hutter","M","1986-05-10"
"Sailaja","Azulay","F","1986-08-22"
"Tomoyuki","Fritzsche","M","1986-06-02"
"Fabrizio","Hempstead","M","1986-07-19"
"Isaac","Cardazo","M","1986-04-25"
"Steve","Maquelin","F","1986-01-03"
"Kenroku","Muhling","M","1986-09-02"
"Gino","DasSarma","F","1986-09-30"
"Annemarie","Shobatake","F","1986-02-22"
"Gonzalo","Pero","F","1986-04-26"
"Odysseas","Maraist","M","1986-09-04"
"Mana","Trelles","F","1986-01-23"
"Alassane","Lanteri","M","1986-03-15"
"Erzsebet","Demian","M","1986-02-26"
"Arvind","Zeilberger","M","1986-05-21"
"Branimir","Hennings","M","1986-04-17"
"Akeno","Ruemmler","M","1986-05-16"
"Ekawit","Maquelin","M","1986-02-26"
"Hirochika","Milicic","M","1986-01-16"
"Shigehiro","Angot","F","1986-07-31"
"Younwoo","Peron","M","1986-01-12"
"Duro","Kermarrec","M","1986-11-30"
"Irena","Bisiani","F","1986-05-16"
"Adhemar","Savasere","F","1986-08-15"
"Alselm","Trogemann","M","1986-12-16"
"Tadahiko","Heystek","M","1986-07-05"
"Rafael","Strehl","F","1986-12-19"
"Val","Validov","F","1986-02-16"
"Nigel","Biros","F","1986-03-01"
"Somnath","Kitsuregawa","M","1986-06-10"
"Ymte","Pleszkun","M","1986-09-08"
"Mohan","Garrabrants","M","1986-03-06"
"Ute","Egerstedt","F","1986-03-06"
"Udi","Suwa","F","1986-07-26"
"Ingemar","Birnbaum","M","1986-02-21"
"Demin","Suermann","F","1986-10-10"
"Hisao","Naudin","M","1986-03-04"
"Yakkov","Eiron","M","1986-01-30"
"Yongmao","Akaboshi","F","1986-01-19"
"Parke","Morrow","M","1986-02-25"
"Gaurav","Harllee","M","1986-12-25"
"Shim","Yeung","M","1986-03-25"
"Chiradeep","Gimbel","M","1986-12-01"
"Mohd","Anandan","F","1986-01-16"
"Xiaoshan","Azuma","M","1986-06-24"
"Bodh","Botman","M","1986-09-07"
"Mountaz","Porotnikoff","M","1986-12-25"
"Peer","Andreotta","F","1986-04-02"
"Manohar","Hertweck","M","1986-01-28"
"Miquel","Cools","F","1986-01-08"
"Teruyuki","Parveen","F","1986-11-30"
"Faiza","Mikschl","F","1986-01-21"
"Feiyu","Mitsuhashi","M","1986-01-17"
"Jaana","Peternell","M","1986-05-21"
"Heather","Buescher","M","1986-06-25"
"Morrie","Aseltine","F","1986-01-11"
"Valeri","Heemskerk","M","1986-04-08"
"Somnath","Kalafatis","M","1986-03-16"
"Dietrich","Litzkow","M","1986-03-15"
"Bluma","Bernardinello","F","1986-11-26"
"Masako","Molenkamp","M","1986-05-09"
"Debaprosad","Hatcliff","M","1986-01-03"
"Serap","Bahi","M","1986-05-15"
"Miquel","Kaiserswerth","F","1986-04-06"
"Eckart","Assaf","M","1986-03-11"
"Pantung","Kalorkoti","F","1986-03-10"
"Gil","Frijda","M","1986-03-03"
"Marek","Hedayat","M","1986-12-19"
"Sajjan","Vasanthakumar","M","1986-02-26"
"Alper","Unno","F","1986-06-25"
"Kshitij","Eickenmeyer","M","1986-04-13"
"Xinglin","Breugel","F","1986-03-10"
"Diederik","Uhrik","F","1986-05-31"
"Surveyors","Quittner","F","1986-10-24"
"Jingling","Jeansoulin","M","1986-03-18"
"Mani","Skafidas","M","1986-12-09"
"Takahira","Fiebach","M","1986-07-25"
"Gaurav","Bressoud","F","1986-07-25"
"Tzu","Cheshire","F","1986-01-14"
"Lucian","Rathonyi","F","1986-12-19"
"Jeane","Cullers","M","1986-08-10"
"Tomofumi","Vieri","M","1986-08-15"
"Yunming","Deyuan","F","1986-04-08"
"Shin","Zaumen","M","1986-09-12"
"Godehard","Smeets","M","1986-02-23"
"Weidon","Dalphin","M","1986-01-03"
"Garnik","Gubsky","M","1986-06-27"
"Sanjai","Ciolek","F","1986-01-26"
"Rimli","Eugenio","M","1986-12-31"
"Otilia","Luon","F","1986-12-09"
"Mikhail","Kroft","M","1986-10-16"
"Yucel","Fujisaki","F","1986-08-02"
"Mrinalini","Valette","M","1986-06-11"
"Michaela","Schaap","M","1986-12-07"
"Subir","Swiler","F","1986-06-17"
"Bedrich","Baak","M","1986-09-19"
"Dulce","Leaver","M","1986-04-12"
"Navid","Marrakchi","M","1986-06-23"
"Itzchak","Iwayama","F","1986-03-03"
"Nadjib","Pauthner","M","1986-06-14"
"Alagu","Gunderson","F","1986-11-25"
"Manu","Velasco","M","1986-06-18"
"Vishv","Neimat","F","1986-11-09"
"Arnould","Takanami","M","1986-12-15"
"Junsik","Lampe","M","1986-11-17"
"Stevo","Yoshimura","F","1986-11-02"
"Ewing","Denis","M","1986-01-19"
"Hyuckchul","Cooke","M","1986-12-17"
"Kerryn","Felder","M","1986-12-04"
"Marlo","Muchinsky","F","1986-12-08"
"Angus","Kropf","M","1986-10-16"
"Alair","Straney","F","1986-11-15"
"Radhia","Bashian","M","1986-06-20"
"Elzbieta","Anguita","M","1986-03-30"
"Uzi","Gente","M","1986-09-01"
"Zhongwei","DeMori","M","1986-05-19"
"Kwangyoen","Ullian","M","1986-12-26"
"Geoffry","DeMori","M","1986-06-13"
"Duro","Zaccaria","M","1986-02-08"
"Tetsushi","Murtagh","F","1986-07-12"
"Morris","Salinas","M","1986-12-03"
"Vatsa","Yoshizawa","F","1986-02-01"
"Jaideep","Aamodt","M","1986-07-16"
"Krisda","Shrader","F","1986-01-22"
"Radoslaw","Peot","F","1986-04-23"
"Qiwen","Condotta","F","1986-03-16"
"Rafols","Viele","M","1986-09-19"
"Evgueni","Weiland","F","1986-03-11"
"Kensei","Schaad","M","1986-08-13"
"Shigenori","Gyorkos","F","1986-01-12"
"IEEE","Penn","M","1986-09-11"
"Mayuri","Erez","F","1986-09-19"
"Charlene","Ramsey","F","1986-07-30"
"Josyula","Luga","M","1986-09-04"
"Akeno","Schapiro","M","1986-09-04"
"Dipayan","Isaac","F","1986-09-17"
"Taisook","Curless","M","1986-11-23"
"Abdelkader","Akazan","M","1986-02-27"
"Debaprosad","Kruskal","F","1986-05-09"
"Constantine","Fandrianto","M","1986-08-13"
"Marie","Szemeredi","M","1986-07-08"
"Huai","Senzako","F","1986-08-16"
"Yurii","Kalorkoti","M","1986-06-21"
"Arif","DasSarma","F","1986-08-08"
"Yunming","Bharadwaj","M","1986-11-18"
"Kwok","Smeets","M","1986-07-30"
"Kristine","Vieth","M","1986-04-12"
"Jessie","Leivant","F","1986-01-22"
"Mana","Steenbeek","F","1986-04-16"
"Arunachalam","Jansen","F","1986-10-16"
"Arlette","Molenkamp","F","1986-06-03"
"Katsuo","Esposito","M","1986-10-31"
"Kwangho","Morrin","F","1986-12-16"
"Babette","Ananiadou","M","1986-03-03"
"Vatsa","Kusakari","M","1986-03-26"
"Xiahua","Albarhamtoshy","F","1986-07-15"
"Shai","Cangellaris","F","1986-07-31"
"Vishwani","Reeker","F","1986-09-19"
"Yoshimitsu","Sigstam","F","1986-12-17"
"Filipe","Bottner","M","1986-01-01"
"Surveyors","Steenbeek","M","1986-09-24"
"Feipei","Camarinopoulos","F","1986-10-20"
"Shen","Talmor","F","1986-07-15"
"Sivanarayana","Karunanithi","M","1986-11-08"
"Sajjan","Murtafg","M","1986-09-15"
"Bodh","McConalogue","M","1986-06-07"
"Fei","Liedekerke","F","1986-07-28"
"Wuxu","Manderick","M","1986-11-03"
"Mikhail","Schiettecatte","M","1986-08-11"
"Shuzo","Rindone","F","1986-10-18"
"Souichi","Breugel","M","1986-07-25"
"Woody","Bernick","F","1986-11-04"
"Lansing","Lindenbaum","F","1986-04-20"
"Eran","Puppo","M","1986-12-03"
"Yuping","Businaro","M","1986-01-16"
"Hideo","Herber","F","1986-05-16"
"Visit","Suri","M","1986-12-20"
"Sedat","Pouyioutas","F","1986-11-28"
"Maik","Radhakrishnan","M","1986-12-31"
"Jianhui","Duclos","M","1986-07-10"
"Sariel","Heijenga","M","1986-03-06"
"Shunichi","Lieblein","M","1986-04-14"
"Gro","Czap","M","1986-03-09"
"Fumitaka","Jiang","M","1986-04-22"
"Kristine","Aloia","F","1986-07-22"
"Jolita","Magliocco","F","1986-01-11"
"Kiyotoshi","Basagni","M","1986-01-12"
"Kazuhide","Uehara","M","1986-01-09"
"Xinan","Mahmud","M","1986-12-16"
"Xiaoheng","Besancenot","M","1986-11-29"
"Ipke","Anick","M","1986-08-16"
"Vesna","Brookman","F","1986-12-12"
"Constantijn","Erva","F","1986-06-16"
"Valdiodio","Takanami","M","1986-10-30"
"Sudhanshu","Beidas","M","1986-06-08"
"Eric","Stamatiou","F","1986-01-09"
"Utz","Werthner","M","1986-02-23"
"Arie","Rettelbach","F","1986-02-02"
"Mario","Weiland","M","1986-04-17"
"Wilmer","Haumacher","M","1986-08-10"
"Serge","Laurillard","M","1986-12-05"
"Gay","Ponthieu","F","1986-03-01"
"Jeong","Rothe","F","1986-03-16"
"Gilbert","Rissanen","M","1986-03-19"
"Kristin","Swiss","M","1986-07-28"
"Munenori","Vieth","F","1986-05-19"
"Mitchel","Werthner","M","1986-10-15"
"Weicheng","Gulik","M","1986-05-02"
"Dipankar","Coullard","M","1986-04-19"
"Sivanarayana","Armand","M","1986-10-10"
"Marl","Piveteau","M","1986-03-20"
"Sorina","Chaudhury","M","1986-05-13"
"Jacqueline","Luon","M","1986-12-15"
"Renee","Cichocki","M","1986-12-29"
"Mohammad","Vesel","F","1986-10-11"
"Mechthild","Maliniak","M","1986-03-10"
"Miquel","Rouquie","M","1986-12-09"
"Xinyu","Akazan","M","1986-06-07"
"Xuejun","dAstous","F","1986-05-29"
"Ortrud","Hennebert","F","1986-12-20"
"Jaihie","Brendel","M","1986-12-24"
"Sadun","Luby","M","1986-01-06"
"Mang","Marchesini","M","1986-03-25"
"Pranay","Thorelli","F","1986-02-28"
"Sven","Schrooten","M","1986-11-03"
"Jiafu","Mundy","M","1986-05-28"
"Toshiko","Heyers","M","1986-11-29"
"Yakkov","Soicher","M","1986-06-04"
"Zhanqiu","Schaap","M","1986-09-16"
"Shan","Molenaar","M","1986-03-17"
"Kristina","Schonegge","M","1986-11-06"
"Marin","Bardell","F","1986-01-26"
"Subhrajyoti","Beznosov","F","1986-12-21"
"Chinya","Tsunoo","F","1986-03-04"
"Josyula","Kambil","M","1986-10-01"
"Bernt","Valette","M","1986-08-18"
"Utpal","Giaccio","F","1986-10-19"
"Tetsushi","Rothe","M","1986-10-19"
"Godehard","Rullman","M","1986-02-08"
"Vidya","Zweizig","M","1986-12-22"
"Tze","Azadmanesh","M","1986-10-08"
"Danco","Luon","F","1986-11-19"
"Bouchung","Bugrara","M","1986-05-31"
"Jaewoo","Merks","M","1986-02-26"
"Lorien","Badr","M","1986-12-27"
"Rafael","Fetvedt","M","1986-06-07"
"Doohun","Zyda","M","1986-03-31"
"Kristin","Biros","M","1986-06-21"
"Bojan","Rosen","M","1986-03-12"
"Yaghout","Vesna","M","1986-01-23"
"Hitomi","Harllee","F","1986-11-28"
"Phillip","Ossenbruggen","M","1986-04-15"
"Dayanand","Chenney","M","1986-09-26"
"Kitty","Perelgut","M","1986-08-02"
"Mingsen","Heusch","F","1986-08-06"
"Subhada","Rosti","M","1986-01-28"
"Tsz","Vesna","M","1986-10-26"
"Unal","Brodie","M","1986-12-01"
"Idoia","Lundstrom","M","1986-04-16"
"Shaunak","Baak","M","1986-10-24"
"Jinpo","Takkinen","F","1986-02-15"
"Mrinalini","Kieras","F","1986-05-26"
"Shigeichiro","Provine","M","1986-11-17"
"Rance","Chinin","F","1986-11-05"
"Souichi","Anick","M","1986-04-21"
"Zengping","Polupanov","M","1986-07-05"
"Akeno","Pashtan","F","1986-12-03"
"Neelam","Kulisch","M","1986-12-08"
"Naftaly","Plavsic","M","1986-06-29"
"Adil","Lambe","F","1986-02-01"
"Xumin","Velardi","M","1986-03-07"
"Otmar","Asrin","F","1986-12-20"
"Demos","Ranum","M","1986-04-28"
"Shigeu","Emmerich","M","1986-05-05"
"Guozhong","Baar","M","1986-11-06"
"Adin","Valiente","F","1986-09-15"
"Zhiguo","Dayana","F","1986-03-30"
"Sanjiv","Mayerwieser","F","1986-08-02"
"Shigeu","Valette","F","1986-05-06"
"Anyuan","Zaiane","F","1986-08-27"
"Fumino","Dulay","F","1986-06-11"
"Carrsten","Bazzichi","M","1986-06-12"
"Anneke","Erva","M","1986-04-29"
"Shan","Penz","M","1986-12-28"
"Akhilish","Buchter","F","1986-03-26"
"Tuval","Chartres","M","1986-05-26"
"Shem","Jayawardene","M","1986-11-23"
"Shuji","Matzat","M","1986-04-26"
"Hugh","Iisaka","F","1986-03-26"
"Xiaocheng","Detkin","M","1986-11-16"
"Tru","Angot","F","1986-10-18"
"Ayonca","Verspoor","F","1986-10-04"
"Uri","Masada","M","1986-06-21"
"Ferdinand","Ramaiah","M","1986-02-20"
"Werner","Beznosov","F","1986-08-20"
"Dinah","Garigliano","M","1986-07-01"
"Vasilii","Fargier","M","1986-09-02"
"Serenella","Harllee","M","1986-10-25"
"Theron","Papadias","F","1986-11-03"
"Phuoc","Saoudi","F","1986-06-09"
"Falguni","Speer","F","1986-02-14"
"Zhaofang","Gadepally","F","1986-05-30"
"Lijie","Azadmanesh","M","1986-01-18"
"Mountaz","Soicher","F","1986-11-09"
"Stevo","Boissier","M","1986-07-08"
"Masaki","Ducloy","F","1986-05-26"
"Qiwen","Kalafatis","F","1986-01-21"
"Luise","Botman","M","1986-07-24"
"Zhenbing","Deville","F","1986-08-17"
"Basant","Portugali","F","1986-09-02"
"Zhongwei","Maquelin","M","1986-04-30"
"Jaber","Ozeri","M","1986-08-27"
"Vincent","Munch","M","1986-01-23"
"Woody","Luan","F","1986-03-16"
